Education,JoiningYear,City,PaymentTier,Age,Gender,ExperienceInCurrentDomain,LeaveOrNot,Salary,Department
Bachelors,2013,Pune,1,27,Female,5,1,84111,IT
Bachelors,2014,New Delhi,3,27,Female,5,0,41726,Sales
Bachelors,2014,Bangalore,3,28,Male,4,0,48884,Sales
Bachelors,2014,Bangalore,3,27,Male,5,1,47335,Sales
Bachelors,2014,Bangalore,3,28,Female,1,0,41088,Sales
Masters,2018,New Delhi,3,25,Female,3,1,58320,Sales
Bachelors,2017,Bangalore,3,27,Male,5,0,42731,Sales
Bachelors,2015,Bangalore,3,24,Male,2,1,43569,Sales
Masters,2017,Pune,2,25,Female,3,1,75578,HR
Bachelors,2017,New Delhi,2,27,Female,5,0,60161,HR
Bachelors,2016,Bangalore,3,28,Male,3,1,46033,Sales
Bachelors,2015,Pune,2,25,Female,3,1,64340,HR
Masters,2017,New Delhi,3,24,Male,2,0,54110,Sales
Bachelors,2015,Bangalore,3,28,Male,4,0,40592,Sales
Masters,2014,Pune,3,26,Male,4,1,57484,Sales
Bachelors,2013,Pune,3,26,Male,4,0,49606,Sales
Bachelors,2016,Bangalore,3,26,Male,4,0,44901,Sales
Bachelors,2013,Bangalore,3,26,Male,4,0,49317,Sales
Masters,2013,New Delhi,1,24,Female,2,1,116331,IT
Bachelors,2014,Bangalore,3,25,Male,3,0,43404,Sales
Bachelors,2018,Bangalore,3,27,Male,5,1,44108,Sales
Bachelors,2013,Bangalore,3,28,Male,1,0,40151,Sales
Bachelors,2016,Pune,2,28,Female,4,1,66522,HR
Bachelors,2012,Bangalore,3,28,Male,1,0,45609,Sales
Bachelors,2017,New Delhi,3,25,Female,3,0,47534,Sales
Bachelors,2018,Bangalore,3,25,Male,3,1,48566,Sales
Bachelors,2012,Pune,1,27,Female,5,1,82961,IT
Masters,2017,New Delhi,3,24,Male,2,0,57359,Sales
Bachelors,2014,Bangalore,3,24,Male,2,0,41010,Sales
Bachelors,2014,Pune,3,26,Male,4,0,44098,Sales
Bachelors,2013,Bangalore,3,25,Female,3,1,46569,Sales
Bachelors,2017,Bangalore,3,28,Male,2,0,46141,Sales
Bachelors,2015,Pune,3,25,Female,3,1,46624,Sales
Bachelors,2017,Bangalore,3,24,Male,2,0,45093,Sales
Bachelors,2018,Bangalore,3,24,Male,2,1,48410,Sales
Bachelors,2016,Bangalore,3,28,Male,4,0,45005,Sales
Bachelors,2014,Bangalore,3,26,Female,4,0,48270,Sales
Bachelors,2017,Bangalore,3,28,Male,1,0,40625,Sales
Bachelors,2012,Bangalore,3,27,Male,5,0,44583,Sales
Bachelors,2016,New Delhi,3,26,Male,4,0,45200,Sales
Bachelors,2014,Bangalore,3,27,Female,5,0,41253,Sales
Bachelors,2014,Bangalore,3,27,Female,5,1,42356,Sales
Bachelors,2013,Bangalore,3,26,Male,4,0,46957,Sales
PHD,2015,New Delhi,2,24,Female,2,0,87244,HR
Bachelors,2018,Bangalore,3,26,Male,4,1,43246,Sales
Bachelors,2017,New Delhi,2,24,Female,2,0,62420,HR
PHD,2015,Pune,1,25,Female,3,1,120128,IT
Bachelors,2017,New Delhi,3,24,Male,2,0,46509,Sales
Bachelors,2013,Bangalore,3,25,Female,3,0,49848,Sales
Bachelors,2014,Bangalore,3,24,Male,2,0,42492,Sales
Masters,2018,New Delhi,3,26,Male,4,1,52082,Sales
Bachelors,2015,Bangalore,2,25,Female,3,1,69231,HR
Bachelors,2012,Bangalore,3,25,Male,3,0,42877,Sales
Masters,2012,New Delhi,3,28,Male,2,0,51645,Sales
Bachelors,2015,Bangalore,3,24,Female,2,0,44430,Sales
Bachelors,2012,Bangalore,3,24,Male,2,0,49966,Sales
PHD,2018,New Delhi,3,27,Female,5,1,64181,Sales
Bachelors,2014,Bangalore,3,25,Male,3,0,48846,Sales
Bachelors,2012,Bangalore,3,25,Male,3,0,41424,Sales
Bachelors,2012,Bangalore,3,28,Male,5,0,48172,Sales
Bachelors,2017,New Delhi,2,26,Female,4,0,68343,HR
Bachelors,2013,Bangalore,3,25,Male,3,0,45934,Sales
Masters,2018,Pune,3,24,Male,2,1,58721,Sales
Bachelors,2016,Bangalore,3,26,Male,4,0,40021,Sales
Bachelors,2013,Bangalore,3,26,Male,4,0,40745,Sales
Bachelors,2016,New Delhi,3,28,Female,2,0,49775,Sales
Masters,2017,New Delhi,2,27,Male,5,1,78716,HR
Bachelors,2018,Pune,2,27,Female,5,1,60661,HR
Masters,2014,New Delhi,3,28,Female,4,0,52280,Sales
Masters,2017,New Delhi,3,25,Female,3,0,50192,Sales
Masters,2017,Bangalore,3,26,Female,4,0,56430,Sales
Bachelors,2015,Pune,2,27,Female,5,1,69656,HR
Bachelors,2013,New Delhi,3,27,Female,5,0,43452,Sales
Masters,2017,New Delhi,1,26,Female,4,0,100839,IT
Bachelors,2013,New Delhi,3,27,Female,5,0,47506,Sales
Bachelors,2012,New Delhi,3,28,Male,3,0,48699,Sales
Masters,2017,Pune,2,27,Male,5,1,77186,HR
Bachelors,2017,New Delhi,3,26,Female,4,0,42610,Sales
Bachelors,2013,Bangalore,3,28,Female,4,1,43137,Sales
Masters,2012,New Delhi,3,27,Male,5,1,53112,Sales
Bachelors,2017,Pune,2,24,Male,2,0,62953,HR
Masters,2017,New Delhi,3,25,Female,3,1,57486,Sales
Bachelors,2018,Bangalore,3,25,Female,3,1,44111,Sales
Bachelors,2016,Bangalore,3,28,Male,4,0,43416,Sales
Masters,2017,New Delhi,3,28,Male,2,0,56035,Sales
Bachelors,2014,Bangalore,3,24,Male,2,0,40602,Sales
Bachelors,2016,Bangalore,3,26,Male,4,0,40224,Sales
Bachelors,2014,Pune,3,24,Female,2,1,44952,Sales
Bachelors,2013,Pune,3,26,Male,4,0,49621,Sales
Bachelors,2012,Bangalore,3,27,Male,5,0,44895,Sales
Bachelors,2018,Bangalore,3,24,Male,2,1,43062,Sales
Bachelors,2017,Bangalore,1,26,Female,4,0,95146,IT
Bachelors,2015,Bangalore,3,28,Female,3,0,43960,Sales
Bachelors,2013,Bangalore,3,28,Male,3,1,40271,Sales
Bachelors,2012,Bangalore,3,27,Male,5,0,47657,Sales
Bachelors,2013,Bangalore,3,26,Female,4,0,46358,Sales
Masters,2013,New Delhi,2,27,Female,5,1,75724,HR
Bachelors,2016,New Delhi,3,24,Female,2,0,48512,Sales
Bachelors,2015,Pune,2,28,Female,2,1,62788,HR
Bachelors,2015,New Delhi,2,25,Female,3,1,63469,HR
Bachelors,2014,Pune,3,24,Male,2,0,45541,Sales
Bachelors,2017,New Delhi,3,27,Female,5,0,47996,Sales
Bachelors,2012,New Delhi,3,26,Male,4,0,43422,Sales
Bachelors,2013,Bangalore,3,28,Male,0,0,42201,Sales
Bachelors,2012,Pune,3,28,Male,5,0,40951,Sales
Bachelors,2015,Pune,2,26,Female,4,1,63570,HR
Bachelors,2016,Bangalore,1,26,Male,4,0,90204,IT
Masters,2017,New Delhi,2,28,Female,2,1,78506,HR
Masters,2017,New Delhi,2,25,Male,3,1,72149,HR
Bachelors,2017,Bangalore,3,24,Male,2,0,41182,Sales
Bachelors,2013,Bangalore,3,28,Male,0,0,43579,Sales
Bachelors,2014,Pune,3,27,Male,5,1,40713,Sales
Bachelors,2016,Pune,2,26,Female,4,1,69088,HR
Bachelors,2018,Bangalore,3,27,Female,5,1,48687,Sales
Bachelors,2012,Pune,3,28,Male,4,0,45917,Sales
Bachelors,2013,Pune,2,26,Female,4,1,68543,HR
Bachelors,2014,Bangalore,3,28,Female,3,0,47939,Sales
Masters,2017,New Delhi,2,28,Female,2,0,75468,HR
Bachelors,2012,New Delhi,1,27,Female,5,0,95724,IT
Bachelors,2017,New Delhi,2,27,Male,5,0,60556,HR
Bachelors,2014,Bangalore,3,24,Male,2,0,49195,Sales
Bachelors,2013,Pune,3,27,Male,5,0,47661,Sales
Bachelors,2015,Bangalore,3,27,Female,5,0,41743,Sales
Bachelors,2017,Bangalore,3,27,Male,5,0,43753,Sales
Masters,2012,New Delhi,3,24,Male,2,0,55287,Sales
Bachelors,2013,New Delhi,2,25,Female,3,1,60096,HR
Bachelors,2017,Bangalore,3,25,Male,3,0,49959,Sales
Bachelors,2018,Bangalore,3,25,Male,3,1,45755,Sales
Masters,2013,Pune,3,25,Male,3,1,57051,Sales
Bachelors,2013,Pune,3,24,Female,2,0,41153,Sales
Bachelors,2015,Pune,3,24,Female,2,1,45397,Sales
Bachelors,2014,Bangalore,3,24,Male,2,0,44100,Sales
Masters,2012,New Delhi,3,26,Female,4,1,50236,Sales
Bachelors,2015,Pune,3,25,Male,3,0,44099,Sales
Bachelors,2017,New Delhi,2,26,Female,4,0,63385,HR
Bachelors,2013,Bangalore,3,28,Male,3,0,47142,Sales
Bachelors,2016,Pune,2,28,Female,0,1,63455,HR
Bachelors,2012,New Delhi,3,24,Male,2,0,43615,Sales
Bachelors,2015,New Delhi,3,28,Male,1,0,48243,Sales
Bachelors,2017,Bangalore,1,24,Male,2,0,80891,IT
Masters,2017,Pune,2,28,Female,4,0,73995,HR
Bachelors,2017,Pune,3,24,Male,2,0,47960,Sales
Bachelors,2016,Bangalore,3,27,Female,5,0,40266,Sales
Bachelors,2015,Pune,3,28,Male,2,0,46052,Sales
Bachelors,2016,Bangalore,3,28,Female,5,0,48063,Sales
Bachelors,2018,Bangalore,3,25,Male,3,1,46929,Sales
Bachelors,2015,Bangalore,3,28,Female,5,0,47901,Sales
Bachelors,2014,Bangalore,3,27,Male,5,1,48188,Sales
Bachelors,2013,Bangalore,3,26,Male,4,0,44262,Sales
Bachelors,2015,Bangalore,1,24,Male,2,0,85319,IT
Bachelors,2012,Bangalore,3,27,Female,5,0,45124,Sales
Bachelors,2012,Bangalore,3,25,Male,3,1,43512,Sales
Bachelors,2015,Pune,3,28,Female,4,1,42237,Sales
Masters,2017,Bangalore,2,24,Female,2,1,74902,HR
Bachelors,2014,Bangalore,3,28,Male,2,0,43991,Sales
Masters,2017,Pune,2,24,Female,2,1,70828,HR
Bachelors,2014,New Delhi,3,26,Female,4,1,46318,Sales
Bachelors,2015,Pune,2,28,Female,3,1,67729,HR
Masters,2013,Pune,2,28,Male,5,1,70570,HR
Bachelors,2013,New Delhi,1,28,Female,5,1,98710,IT
Bachelors,2015,Pune,2,26,Female,4,1,63538,HR
Masters,2015,New Delhi,3,28,Male,2,0,51822,Sales
Bachelors,2013,Bangalore,3,27,Male,5,0,40326,Sales
Bachelors,2018,Bangalore,3,28,Male,2,1,48869,Sales
Bachelors,2012,Pune,3,28,Male,2,0,45553,Sales
Bachelors,2014,Pune,3,27,Female,5,1,45458,Sales
Masters,2018,New Delhi,3,24,Male,2,1,59595,Sales
Bachelors,2018,Bangalore,3,25,Male,3,1,44136,Sales
Bachelors,2017,New Delhi,2,25,Male,3,0,65104,HR
Bachelors,2014,Pune,3,24,Female,2,1,42488,Sales
Bachelors,2012,New Delhi,3,26,Female,4,0,44408,Sales
Bachelors,2014,Pune,3,26,Male,4,0,40615,Sales
Bachelors,2014,Bangalore,3,28,Male,4,0,45242,Sales
Bachelors,2018,Bangalore,3,26,Male,4,1,40660,Sales
Bachelors,2013,Pune,2,26,Male,4,0,65977,HR
Bachelors,2013,Pune,2,25,Female,3,1,63567,HR
Bachelors,2018,Pune,3,25,Male,3,1,43127,Sales
Bachelors,2013,Bangalore,3,25,Female,3,0,49579,Sales
Bachelors,2014,Bangalore,3,28,Male,4,0,42548,Sales
Masters,2017,New Delhi,3,24,Female,2,0,56001,Sales
Masters,2017,Pune,2,27,Female,5,0,71286,HR
Bachelors,2012,Bangalore,3,24,Male,2,0,41245,Sales
Bachelors,2017,Pune,3,27,Female,5,1,49528,Sales
Masters,2017,New Delhi,2,28,Male,4,0,72846,HR
Bachelors,2017,New Delhi,2,25,Male,3,0,61389,HR
Bachelors,2017,Pune,3,25,Male,3,1,47371,Sales
Masters,2017,Pune,2,24,Female,2,1,76682,HR
Bachelors,2013,Pune,3,27,Male,5,1,46480,Sales
Bachelors,2016,Bangalore,3,26,Female,4,1,46189,Sales
Bachelors,2015,Pune,2,27,Female,5,1,63548,HR
Bachelors,2014,Bangalore,3,27,Male,5,1,41704,Sales
Bachelors,2012,Bangalore,3,26,Male,4,0,41605,Sales
Bachelors,2016,Pune,2,27,Female,5,1,64821,HR
Masters,2017,Bangalore,2,28,Male,2,0,78258,HR
Masters,2017,New Delhi,3,24,Female,2,1,58546,Sales
Bachelors,2017,Pune,3,24,Male,2,0,40310,Sales
Bachelors,2018,Bangalore,3,24,Male,2,1,43933,Sales
Masters,2017,New Delhi,2,28,Male,3,0,77436,HR
Bachelors,2015,Bangalore,3,26,Female,4,0,46244,Sales
Bachelors,2018,Pune,3,26,Female,4,1,46874,Sales
Bachelors,2013,Bangalore,3,25,Male,3,0,49469,Sales
Bachelors,2016,Bangalore,3,26,Male,4,0,47613,Sales
Masters,2018,Pune,3,28,Male,2,1,52524,Sales
Bachelors,2016,Bangalore,3,26,Male,4,0,41165,Sales
Bachelors,2017,Bangalore,3,27,Male,5,0,44768,Sales
Bachelors,2012,Bangalore,3,27,Female,5,0,42384,Sales
PHD,2016,New Delhi,3,27,Male,5,0,61289,Sales
Bachelors,2017,New Delhi,2,25,Male,3,0,63296,HR
Bachelors,2015,New Delhi,3,28,Female,2,0,43189,Sales
Bachelors,2013,Pune,2,26,Female,4,1,65640,HR
Bachelors,2017,Bangalore,3,27,Female,5,0,40296,Sales
Bachelors,2015,Pune,2,24,Female,2,1,66908,HR
Bachelors,2017,Bangalore,3,27,Female,5,0,45629,Sales
Bachelors,2016,Bangalore,3,25,Male,3,1,40246,Sales
Bachelors,2018,Bangalore,3,26,Male,4,1,48310,Sales
Bachelors,2015,Bangalore,3,27,Male,5,0,43753,Sales
Bachelors,2014,Pune,3,24,Male,2,0,45502,Sales
Bachelors,2012,Bangalore,3,27,Male,5,0,46549,Sales
Bachelors,2013,Pune,3,27,Male,5,0,45675,Sales
Bachelors,2015,Bangalore,1,25,Male,3,0,90570,IT
Masters,2017,New Delhi,2,25,Female,3,0,75008,HR
PHD,2015,Pune,3,28,Male,0,0,66566,Sales
Bachelors,2015,Bangalore,3,28,Male,3,0,46408,Sales
Bachelors,2016,Bangalore,3,28,Male,5,0,49542,Sales
PHD,2013,New Delhi,3,24,Male,2,0,64539,Sales
Bachelors,2014,Bangalore,3,26,Male,4,0,41200,Sales
Bachelors,2015,Pune,2,26,Female,4,1,67528,HR
Bachelors,2017,Bangalore,3,27,Male,5,0,49090,Sales
Bachelors,2014,New Delhi,3,26,Male,4,0,49776,Sales
Masters,2013,Bangalore,3,27,Male,5,1,53952,Sales
Bachelors,2016,Pune,3,24,Male,2,0,43557,Sales
Bachelors,2016,Bangalore,3,26,Male,4,0,42506,Sales
Bachelors,2013,Pune,2,28,Female,2,1,67041,HR
Masters,2017,Bangalore,2,24,Male,2,1,71794,HR
Masters,2017,New Delhi,2,24,Male,2,1,77680,HR
Masters,2015,Pune,2,24,Female,2,1,71598,HR
Bachelors,2014,Pune,3,26,Male,4,0,47059,Sales
Bachelors,2016,Pune,2,27,Female,5,1,69192,HR
Bachelors,2017,Bangalore,3,25,Male,3,0,40078,Sales
Masters,2017,New Delhi,2,26,Female,4,0,75254,HR
Bachelors,2016,Bangalore,1,25,Female,3,0,91168,IT
PHD,2014,Bangalore,1,25,Female,3,0,124719,IT
Bachelors,2013,Bangalore,3,25,Female,3,0,41366,Sales
Bachelors,2014,New Delhi,3,24,Male,2,0,46279,Sales
Bachelors,2015,Pune,2,28,Female,2,1,68085,HR
Bachelors,2014,New Delhi,3,28,Male,5,0,43578,Sales
Bachelors,2015,Bangalore,3,26,Male,4,0,45970,Sales
Bachelors,2014,Bangalore,3,25,Male,3,0,47416,Sales
Bachelors,2018,Pune,3,26,Male,4,1,48005,Sales
Masters,2015,Pune,2,28,Female,2,0,74608,HR
Masters,2013,New Delhi,3,28,Male,2,1,50571,Sales
Bachelors,2014,Bangalore,3,25,Male,3,0,40514,Sales
Masters,2015,New Delhi,2,26,Female,4,0,78418,HR
Bachelors,2016,New Delhi,3,27,Male,5,0,45425,Sales
Bachelors,2014,Bangalore,3,24,Female,2,0,43434,Sales
Masters,2017,Pune,3,24,Female,2,0,53980,Sales
Bachelors,2014,Pune,3,25,Female,3,1,41428,Sales
Bachelors,2015,Pune,3,27,Female,5,1,47027,Sales
Bachelors,2017,New Delhi,2,28,Male,0,0,60625,HR
Bachelors,2017,New Delhi,3,25,Female,3,0,49855,Sales
Bachelors,2012,Pune,3,24,Male,2,1,42947,Sales
Masters,2016,New Delhi,3,25,Male,3,1,50885,Sales
Bachelors,2015,Pune,2,26,Female,4,1,61236,HR
Masters,2014,New Delhi,3,27,Male,5,0,55137,Sales
Bachelors,2015,Bangalore,3,24,Female,2,1,47897,Sales
Bachelors,2014,New Delhi,3,25,Male,3,0,45434,Sales
Bachelors,2017,Bangalore,3,24,Male,2,0,44144,Sales
Bachelors,2017,New Delhi,3,24,Female,2,1,42985,Sales
Bachelors,2012,Bangalore,3,28,Male,1,0,47271,Sales
Bachelors,2014,Bangalore,1,26,Male,4,0,82411,IT
Bachelors,2017,Bangalore,3,28,Male,3,0,45956,Sales
Bachelors,2015,Pune,1,25,Female,3,1,96252,IT
Bachelors,2015,Pune,2,24,Female,2,1,65963,HR
Bachelors,2017,Pune,2,26,Male,4,0,61505,HR
Bachelors,2015,Bangalore,3,28,Male,0,0,42324,Sales
Bachelors,2016,Bangalore,3,28,Male,2,0,47087,Sales
Bachelors,2013,Pune,3,28,Female,3,1,40647,Sales
Bachelors,2017,Bangalore,3,27,Male,5,0,43365,Sales
Masters,2015,New Delhi,3,25,Male,3,0,56034,Sales
Bachelors,2012,New Delhi,3,28,Female,4,0,41774,Sales
Bachelors,2012,Bangalore,3,26,Male,4,0,43317,Sales
Bachelors,2012,Bangalore,3,25,Male,3,0,46852,Sales
Masters,2017,New Delhi,3,25,Male,3,1,54998,Sales
Bachelors,2017,Bangalore,3,25,Male,3,0,48663,Sales
Bachelors,2012,Bangalore,3,26,Female,4,0,41897,Sales
Bachelors,2017,Bangalore,3,26,Female,4,0,49900,Sales
Masters,2017,New Delhi,2,25,Male,3,1,79044,HR
Bachelors,2015,Bangalore,3,25,Male,3,0,41050,Sales
Bachelors,2013,Bangalore,3,26,Female,4,0,42833,Sales
Bachelors,2017,Pune,3,25,Female,3,1,47902,Sales
Bachelors,2014,New Delhi,3,28,Female,2,0,46285,Sales
Bachelors,2016,Bangalore,3,27,Female,5,0,41422,Sales
Bachelors,2018,Bangalore,3,25,Male,3,1,43919,Sales
Bachelors,2012,Bangalore,3,27,Female,5,0,48754,Sales
Bachelors,2017,New Delhi,3,27,Female,5,0,45292,Sales
Bachelors,2016,Bangalore,2,25,Male,3,1,60866,HR
Bachelors,2016,Bangalore,3,28,Female,4,0,44008,Sales
Bachelors,2017,New Delhi,2,27,Male,5,0,63604,HR
Bachelors,2016,Bangalore,3,24,Female,2,0,40737,Sales
Bachelors,2013,Bangalore,3,25,Male,3,0,43477,Sales
Bachelors,2017,New Delhi,2,25,Female,3,0,61864,HR
Bachelors,2015,Pune,3,24,Male,2,0,47538,Sales
Bachelors,2012,New Delhi,3,25,Female,3,0,47833,Sales
PHD,2017,New Delhi,3,27,Female,5,0,63031,Sales
Bachelors,2014,Bangalore,3,25,Female,3,1,45634,Sales
Masters,2017,Bangalore,3,28,Male,2,0,51267,Sales
Bachelors,2016,Pune,3,25,Male,3,0,44609,Sales
Bachelors,2014,Bangalore,3,25,Male,3,0,49805,Sales
Bachelors,2012,New Delhi,3,27,Male,5,0,42934,Sales
Bachelors,2012,Pune,3,25,Female,3,1,47958,Sales
Masters,2015,New Delhi,3,27,Female,5,0,51810,Sales
Bachelors,2014,Bangalore,3,24,Male,2,0,42598,Sales
Bachelors,2015,Pune,2,27,Female,5,1,66224,HR
Bachelors,2014,Bangalore,3,25,Male,3,1,49824,Sales
Bachelors,2015,Bangalore,3,25,Male,3,0,45857,Sales
Bachelors,2018,New Delhi,3,26,Female,4,1,41544,Sales
Bachelors,2017,Pune,2,26,Female,4,1,62811,HR
Bachelors,2014,Pune,2,24,Female,2,1,66250,HR
Bachelors,2013,Bangalore,3,27,Male,5,0,49680,Sales
Bachelors,2017,New Delhi,2,27,Male,5,0,66547,HR
PHD,2012,New Delhi,3,28,Female,1,0,67136,Sales
Masters,2012,New Delhi,3,26,Female,4,1,53017,Sales
Bachelors,2014,Bangalore,3,27,Male,5,0,40330,Sales
Bachelors,2013,Bangalore,3,28,Female,0,1,41297,Sales
Bachelors,2014,Pune,3,26,Male,4,0,48956,Sales
Bachelors,2016,Pune,2,24,Female,2,1,60414,HR
Bachelors,2015,Bangalore,1,24,Female,2,1,88435,IT
Bachelors,2012,Bangalore,3,26,Female,4,0,46545,Sales
Masters,2014,Pune,3,27,Male,5,0,52340,Sales
Masters,2017,New Delhi,2,27,Male,5,1,79315,HR
Masters,2017,New Delhi,1,25,Female,3,0,110215,IT
Masters,2012,Pune,3,28,Male,0,1,51003,Sales
Masters,2012,New Delhi,3,28,Male,2,1,50076,Sales
Masters,2013,New Delhi,2,24,Male,2,1,73488,HR
Bachelors,2015,Pune,3,25,Female,3,1,48098,Sales
Masters,2017,New Delhi,3,28,Male,5,0,55305,Sales
Bachelors,2013,Bangalore,3,24,Male,2,0,47794,Sales
Masters,2015,Bangalore,3,28,Male,1,1,50213,Sales
Bachelors,2018,Bangalore,3,27,Female,5,1,48941,Sales
Bachelors,2015,Bangalore,3,24,Male,2,1,40407,Sales
Bachelors,2014,Pune,3,26,Male,4,0,41581,Sales
Bachelors,2013,New Delhi,3,25,Female,3,0,47888,Sales
Bachelors,2013,Bangalore,3,26,Male,4,0,44174,Sales
Bachelors,2018,New Delhi,3,28,Female,0,1,44717,Sales
Bachelors,2013,Bangalore,3,25,Female,3,0,48602,Sales
PHD,2012,Pune,3,27,Male,5,0,69633,Sales
Bachelors,2013,Bangalore,3,24,Male,2,0,47126,Sales
Bachelors,2013,Bangalore,3,28,Female,3,0,48492,Sales
Bachelors,2015,Pune,3,24,Male,2,0,49364,Sales
Bachelors,2013,Pune,3,27,Male,5,0,45418,Sales
Bachelors,2012,New Delhi,3,27,Male,5,0,46639,Sales
Bachelors,2018,Bangalore,3,26,Female,4,1,40509,Sales
Bachelors,2013,Bangalore,3,26,Male,4,0,44795,Sales
Bachelors,2015,Pune,2,24,Female,2,1,66373,HR
Bachelors,2016,Bangalore,3,24,Male,2,0,48314,Sales
PHD,2018,Bangalore,3,27,Female,5,1,67322,Sales
Bachelors,2015,Bangalore,3,26,Male,4,0,40701,Sales
Bachelors,2015,New Delhi,1,26,Female,4,1,81029,IT
Bachelors,2015,Pune,2,24,Female,2,1,68262,HR
Bachelors,2013,Pune,3,27,Male,5,0,41826,Sales
PHD,2016,New Delhi,3,24,Female,2,0,69518,Sales
Bachelors,2013,Bangalore,3,26,Male,4,0,48529,Sales
Bachelors,2015,Bangalore,3,28,Male,5,0,48227,Sales
Bachelors,2015,Bangalore,3,26,Female,4,0,40661,Sales
Bachelors,2016,Bangalore,3,27,Female,5,0,41461,Sales
Bachelors,2017,Pune,3,25,Female,3,1,40462,Sales
Masters,2017,New Delhi,2,26,Male,4,1,78604,HR
Bachelors,2012,Bangalore,3,27,Male,5,0,49853,Sales
Bachelors,2014,Bangalore,3,26,Female,4,1,49505,Sales
Bachelors,2015,Pune,2,25,Female,3,1,69323,HR
Bachelors,2013,Bangalore,3,26,Male,4,0,43124,Sales
Bachelors,2017,Pune,2,28,Male,1,1,60973,HR
Bachelors,2014,Bangalore,3,25,Male,3,0,41806,Sales
Bachelors,2013,Bangalore,3,27,Male,5,0,47421,Sales
PHD,2013,Bangalore,3,26,Male,4,0,66382,Sales
Bachelors,2013,New Delhi,3,25,Female,3,1,48152,Sales
Bachelors,2017,Bangalore,1,28,Female,3,0,94612,IT
Bachelors,2014,Bangalore,3,26,Male,4,0,40864,Sales
Bachelors,2015,New Delhi,3,27,Male,5,0,42855,Sales
Masters,2013,Pune,2,28,Male,2,1,77890,HR
Bachelors,2013,New Delhi,3,25,Female,3,1,44551,Sales
Masters,2017,New Delhi,2,26,Male,4,0,76368,HR
Masters,2016,New Delhi,3,25,Male,3,0,56962,Sales
Bachelors,2017,Bangalore,3,28,Female,5,0,44063,Sales
Masters,2017,New Delhi,2,28,Female,2,0,73194,HR
Bachelors,2012,Bangalore,1,27,Male,5,1,80413,IT
Bachelors,2018,Bangalore,3,27,Male,5,1,40090,Sales
Bachelors,2016,Bangalore,3,24,Female,2,0,46816,Sales
Bachelors,2017,Pune,3,26,Male,4,0,42820,Sales
Bachelors,2017,New Delhi,3,25,Female,3,0,48544,Sales
Bachelors,2015,Pune,3,28,Female,5,1,45262,Sales
Bachelors,2015,Bangalore,3,26,Male,4,1,47521,Sales
Masters,2015,Pune,2,26,Female,4,1,75213,HR
Masters,2015,Pune,3,25,Male,3,1,55913,Sales
Bachelors,2016,Pune,3,27,Female,5,1,48396,Sales
Bachelors,2013,Bangalore,3,25,Male,3,0,41526,Sales
Bachelors,2018,Pune,3,26,Male,4,1,46646,Sales
Bachelors,2014,Bangalore,3,27,Female,5,0,43212,Sales
Bachelors,2017,Bangalore,1,25,Male,3,0,81414,IT
Bachelors,2015,New Delhi,3,26,Male,4,0,40918,Sales
Bachelors,2015,Pune,3,24,Female,2,1,48574,Sales
Bachelors,2015,Bangalore,3,28,Male,2,0,47215,Sales
Bachelors,2014,Pune,2,26,Female,4,1,64898,HR
Bachelors,2017,Bangalore,3,27,Male,5,1,40200,Sales
Bachelors,2014,Bangalore,3,26,Male,4,0,48145,Sales
Bachelors,2018,New Delhi,3,28,Female,5,1,41803,Sales
Bachelors,2015,Bangalore,3,28,Male,0,1,46479,Sales
Bachelors,2016,New Delhi,3,28,Female,3,0,48124,Sales
Bachelors,2017,Bangalore,3,25,Male,3,0,46423,Sales
Bachelors,2015,Pune,3,24,Female,2,1,49972,Sales
Masters,2018,New Delhi,3,28,Male,2,1,57840,Sales
Bachelors,2015,Bangalore,3,27,Female,5,0,42274,Sales
Bachelors,2017,Bangalore,3,24,Male,2,1,46436,Sales
Bachelors,2017,New Delhi,2,28,Female,0,0,63523,HR
Bachelors,2015,Bangalore,3,25,Male,3,0,47782,Sales
Bachelors,2012,Bangalore,3,28,Male,2,0,42699,Sales
Bachelors,2013,Bangalore,3,26,Male,4,0,41716,Sales
Bachelors,2016,Bangalore,1,24,Male,2,0,98741,IT
Bachelors,2016,Pune,3,27,Male,5,0,42469,Sales
Bachelors,2013,Pune,3,24,Male,2,0,42774,Sales
Masters,2017,Pune,2,26,Female,4,1,76128,HR
Bachelors,2017,New Delhi,3,26,Male,4,0,40286,Sales
Bachelors,2018,Pune,3,25,Female,3,1,47415,Sales
Bachelors,2018,Bangalore,3,24,Male,2,1,47104,Sales
Bachelors,2015,Pune,3,24,Male,2,0,44576,Sales
Bachelors,2013,Bangalore,3,24,Female,2,1,44928,Sales
Bachelors,2013,Pune,2,28,Male,0,1,61712,HR
Bachelors,2018,Bangalore,3,24,Male,2,1,43472,Sales
Bachelors,2014,Bangalore,3,24,Male,2,0,41538,Sales
Bachelors,2016,Bangalore,3,28,Female,5,0,43565,Sales
Bachelors,2014,Bangalore,3,25,Male,3,0,40666,Sales
Bachelors,2014,Bangalore,3,26,Female,4,0,43880,Sales
Masters,2017,Bangalore,2,28,Male,2,0,76904,HR
Bachelors,2012,Bangalore,3,27,Male,5,0,43569,Sales
Bachelors,2016,Bangalore,3,27,Female,5,0,48244,Sales
Masters,2018,Bangalore,3,28,Male,2,1,56524,Sales
Bachelors,2017,Bangalore,3,24,Male,2,0,49376,Sales
Bachelors,2012,Pune,3,24,Male,2,0,49536,Sales
